Map_name,Key_name,Nearest_H_dist(0),Nearest_H_dist(1),Nearest_H_dist(2),Nearest_H_dist(3),Nearest_H_dist(4),Nearest_H_dist(5),Nearest_H_dist(6),Nearest_H_dist(7),Nearest_H_dist(8),Nearest_H_dist(9),Nearest_RGB_min(0),Nearest_RGB_min(1),Nearest_RGB_min(2),Nearest_RGB_min(3),Nearest_RGB_min(4),Nearest_RGB_min(5),Nearest_RGB_min(6),Nearest_RGB_min(7),Nearest_RGB_min(8),Nearest_RGB_min(9),Nearest_RGB_dist(0),Nearest_RGB_dist(1),Nearest_RGB_dist(2),Nearest_RGB_dist(3),Nearest_RGB_dist(4),Nearest_RGB_dist(5),Nearest_RGB_dist(6),Nearest_RGB_dist(7),Nearest_RGB_dist(8),Nearest_RGB_dist(9),strict_range_H,number_of_H_in_key,number_of_keys,ratio_subregion,ratio_grayregion,ratio_blackregion,number_of_H_in_map,color_range_R_across_keys,color_range_G_across_keys,color_range_B_across_keys,color_range_H_across_keys
AK_Dillingham,AK_Dillingham_mhd_poly,1,1,2,3,3,3,5,5,6,7,0,2,3,3,4,4,4,4,6,6,3,10,10,11,11,12,12,12,13,13,2,51,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_mhg_poly,1,2,2,3,4,4,6,6,6,7,0,1,1,1,1,2,3,5,5,8,7,8,9,12,13,13,14,14,14,15,3,60,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_mho_poly,1,1,1,3,3,4,5,6,6,7,1,1,1,2,2,3,3,3,4,6,5,9,9,11,12,12,13,13,13,13,1,21,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_mt_poly,1,2,3,5,5,5,6,7,9,10,0,0,1,1,2,2,2,2,2,3,4,6,10,10,11,12,12,13,13,13,1,26,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_nl_poly,3,3,35,37,61,61,65,70,71,72,0,0,1,1,1,1,1,1,2,2,4,7,8,10,10,10,10,11,11,12,1,4,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_ok_poly,0,12,16,18,19,20,21,22,22,24,0,0,1,2,5,5,6,6,7,7,7,9,11,11,13,13,13,14,14,15,1,10,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_sb_poly,0,4,9,10,11,11,13,13,14,15,0,0,1,1,2,2,2,3,4,4,7,10,10,12,12,13,14,14,14,14,13,8,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_sf_poly,0,3,32,34,58,58,62,67,68,69,1,1,2,2,2,2,3,4,5,5,6,7,8,9,10,11,11,11,11,11,1,18,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_td_poly,1,1,1,1,2,3,4,5,7,8,0,1,1,2,2,6,8,8,12,13,6,10,13,14,15,15,15,16,16,16,2,32,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_tdo_poly,0,2,5,6,7,9,10,11,12,14,2,4,5,5,5,5,5,6,6,9,7,9,12,12,13,13,13,13,15,15,1,24,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_tf_poly,1,2,2,4,4,5,5,6,7,8,0,1,1,1,1,1,1,1,2,3,6,7,9,10,11,12,14,14,15,15,3,16,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_ud_poly,2,26,26,30,32,32,35,35,36,37,0,2,2,2,3,4,4,4,5,6,5,8,9,10,11,12,12,13,14,14,1,29,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_ug_poly,0,1,2,2,2,3,4,5,6,7,0,1,2,3,3,4,4,5,5,5,6,7,8,10,10,11,12,13,14,14,1,19,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_uo_poly,0,1,2,2,2,3,3,4,4,6,0,0,0,1,1,1,1,1,2,2,5,7,8,10,11,11,12,13,13,14,1,20,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Dillingham,AK_Dillingham_us_poly,1,2,2,3,4,4,4,5,5,6,0,0,1,1,2,2,2,4,6,6,4,6,8,11,13,13,13,13,15,16,7,67,0.41,0.3477567727300878,0.16837911271184622,0.043189331529142595,1.0,0.6745098039215687,0.8549019607843137,0.26666666666666666,0.9555555555555556
AK_Hughes,AK_Hughes_ad_poly,1,1,1,1,2,2,4,4,4,9,0,0,2,2,2,3,3,3,3,4,4,4,6,6,6,6,6,7,7,7,1,19,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_afi_poly,3,3,4,4,15,15,16,18,18,18,0,0,0,0,0,0,0,0,0,1,8,10,10,11,11,11,11,11,12,12,1,26,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_agl_poly,3,3,3,4,7,7,7,7,7,13,0,0,1,1,1,1,1,2,3,3,9,9,11,11,13,13,13,13,13,13,3,40,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_al_poly,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,9,10,1,13,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_al1_poly,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,7,7,8,10,10,10,11,11,11,11,2,21,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_al2_poly,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,9,10,1,13,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_als_poly,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,9,10,3,18,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_alsa_poly,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,6,9,10,1,14,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_altip_terr_poly,0,0,0,0,0,5,9,10,11,11,0,0,0,1,1,1,1,1,1,1,0,6,7,8,9,11,12,12,12,12,1,4,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_ao_poly,0,2,2,2,2,2,2,4,4,4,0,0,1,2,2,2,2,2,3,3,5,5,5,5,5,8,9,9,9,9,1,34,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_av_poly,0,1,3,3,3,7,11,11,11,11,0,0,0,1,1,1,1,1,5,6,0,8,10,10,12,12,12,12,12,12,1,22,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_b_poly,5,5,5,5,5,5,6,6,6,6,0,2,2,3,4,5,5,5,5,5,10,10,10,12,12,13,13,13,13,13,1,18,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_bedrock_poly,0,0,0,0,0,5,9,10,11,11,0,0,0,1,1,1,1,1,2,2,2,6,7,7,7,9,11,11,11,11,115,5,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_br_undiff_poly,0,3,7,9,9,10,13,13,13,13,59,59,59,62,94,96,107,109,111,111,3,3,3,3,8,8,9,11,11,11,0,0,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_c_poly,0,0,2,3,3,4,8,8,14,14,0,0,0,0,0,0,0,0,0,0,8,8,10,10,10,10,10,10,11,11,1,19,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_d_poly,16,22,26,29,29,29,29,29,29,31,0,1,1,1,1,1,1,1,1,1,7,10,13,13,13,13,13,13,13,14,1,24,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_ds_poly,0,0,0,1,1,1,2,2,2,3,0,1,3,3,3,3,4,4,4,4,6,6,6,6,8,10,10,10,12,12,1,35,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_dt_poly,0,0,0,0,0,5,9,10,11,11,0,0,0,0,0,1,1,1,1,1,0,0,9,10,10,11,11,12,13,14,2,25,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_dta_poly,0,0,0,0,0,5,9,10,11,11,0,0,0,0,0,1,1,1,1,1,0,0,9,10,10,11,11,12,13,14,3,35,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_dti_poly,0,0,0,0,0,5,9,10,11,11,0,0,0,0,0,1,1,1,1,1,0,0,9,10,10,11,11,12,13,14,3,29,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_f_poly,0,4,7,7,11,11,12,14,14,14,0,1,1,2,2,6,6,6,7,7,0,7,10,10,10,10,11,11,12,12,1,14,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_fd_poly,0,3,7,7,18,18,19,21,21,21,0,0,3,4,4,4,4,4,5,6,0,11,12,12,12,12,13,13,13,13,1,25,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_fdi_poly,0,3,7,7,18,18,19,21,21,21,0,0,3,4,4,4,4,4,5,6,0,11,12,12,12,12,13,13,13,13,1,22,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_fi_poly,0,4,7,7,11,11,12,14,14,14,0,1,1,2,2,6,6,6,7,7,0,7,10,10,10,10,11,11,12,12,2,29,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_fl_poly,1,1,2,2,2,6,10,10,12,12,1,1,2,2,2,3,3,4,4,4,5,6,7,8,8,8,8,8,9,10,1,16,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_gr_poly,0,1,1,1,1,2,2,2,2,3,0,0,1,1,1,1,1,1,1,1,0,6,6,7,7,10,10,11,12,13,2,21,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_grfn_poly,0,1,1,1,1,2,2,2,2,3,0,0,1,1,1,1,1,1,1,1,0,6,6,7,7,10,10,11,12,13,3,24,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_high_level_poly,2,3,12,12,12,12,12,12,17,22,0,0,1,1,2,2,2,2,3,3,2,4,6,6,8,10,10,11,11,11,1,3,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_I_poly,0,0,0,0,4,4,4,6,7,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,10,10,10,10,10,1,7,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_I1_poly,0,0,0,0,4,4,4,6,7,11,0,0,0,0,1,1,1,1,1,1,0,0,0,0,5,10,10,10,10,10,1,11,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_id_poly,1,1,2,2,2,3,5,5,5,8,0,0,0,1,2,2,2,2,2,2,8,10,10,10,11,11,11,11,11,12,3,15,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_id1_poly,0,0,2,3,3,3,4,5,6,13,0,0,0,0,0,0,0,1,1,1,0,0,5,8,9,11,13,13,13,13,1,20,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_id1A_poly,0,0,2,3,3,3,4,5,6,13,0,0,0,0,0,0,0,1,1,1,0,0,5,8,9,11,13,13,13,13,2,20,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_id1B_poly,0,0,2,3,3,3,4,5,6,13,0,0,0,0,0,0,0,1,1,1,0,0,5,8,9,11,13,13,13,13,3,23,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_id2_poly,1,2,3,3,3,4,6,6,6,7,0,0,1,1,1,1,1,2,2,2,4,5,5,5,11,12,14,14,14,14,1,15,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_idt_poly,1,3,9,9,9,9,9,9,14,20,0,1,1,1,2,2,2,4,5,5,10,11,13,13,14,14,14,14,14,14,1,9,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_igl_poly,0,0,3,4,4,4,4,4,7,10,0,0,2,3,3,3,3,4,4,5,0,0,10,11,11,11,11,11,13,13,1,30,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_igl1A_poly,0,0,3,4,4,4,4,4,7,10,0,0,2,3,3,3,3,4,4,5,0,0,10,11,11,11,11,11,13,13,3,40,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_igl1B_poly,0,0,3,4,4,4,4,4,7,10,0,0,2,3,3,3,3,4,4,5,0,0,10,11,11,11,11,11,13,13,2,31,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_ii1_poly,0,0,1,1,1,1,1,2,2,3,0,0,1,1,2,3,4,4,4,4,5,7,12,12,13,13,14,14,14,14,1,19,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_ik_poly,13,13,13,15,16,16,16,16,17,18,1,2,2,3,3,5,5,5,5,6,6,8,8,8,9,9,10,10,10,11,2,13,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
AK_Hughes,AK_Hughes_io_poly,0,0,1,1,1,1,1,2,2,3,0,0,0,1,1,1,1,1,1,2,9,10,10,12,13,13,13,13,13,13,1,24,0.84,0.364568624882536,0.0681674236678995,0.15410446572130157,1.0,0.6941176470588235,0.7137254901960784,1.0,0.9833333333333333
